1665589096.331, Start Optitrack recording!
1665589097.337, Logging frame for timestamp synchronization
1665589097.358, Dynamixel 0 has been disabled for setting 
1665589097.374, Dynamixel 0 drive mode configured to velocity-based 
1665589097.39, Dynamixel 0's profile max speed has been set to 5 rev/min 
1665589097.406, Dynamixel 0 has been re-enabled for setting 
1665589097.422, Dynamixel 0 has been disabled for setting 
1665589097.438, Dynamixel 0 drive mode configured to velocity-based 
1665589097.454, Dynamixel 0's profile max speed has been set to 5 rev/min 
1665589097.47, Dynamixel 0 has been re-enabled for setting 
1665589097.486, Dynamixel 0 has been disabled for setting 
1665589097.502, Dynamixel 0 drive mode configured to velocity-based 
1665589097.518, Dynamixel 0's profile max speed has been set to 5 rev/min 
1665589097.534, Dynamixel 0 has been re-enabled for setting 
1665589097.55, Dynamixel 0 has been disabled for setting 
1665589097.566, Dynamixel 0 drive mode configured to velocity-based 
1665589097.582, Dynamixel 0's profile max speed has been set to 5 rev/min 
1665589097.598, Dynamixel 0 has been re-enabled for setting 
1665589097.599, Goal Positions, 1413, 2163, 5436, 2616
1665589097.601, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589097.601, 37, 23976.966667, 2, Base, 385.358704, 46.099239, 126.694008, 0.000115, 0.000708, 0.000341, 1.000000
1665589097.603, 37, 23976.966667, 3, Platform, 389.439911, 164.956619, 127.849426, 0.001261, 0.005037, -0.005652, 0.999971
1665589097.605, 37, 23976.966667, 4, Ring 1, 362.240326, 99.886803, 150.875778, -0.003404, 0.018053, -0.002348, 0.999829
1665589097.646, ID, Load, Velocity, Pos
1665589097.647, 21, -4, 0, 218
1665589097.647, 22, -1, 0, 3358
1665589097.647, 23, 2, 0, 4242
1665589097.647, 24, -1, 0, 3811
1665589097.649, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589097.649, 38, 23977.000000, 2, Base, 385.358734, 46.099655, 126.694588, 0.000110, 0.000710, 0.000327, 1.000000
1665589097.652, 38, 23977.000000, 3, Platform, 389.440399, 164.957291, 127.851189, 0.001261, 0.005041, -0.005655, 0.999970
1665589097.656, 38, 23977.000000, 4, Ring 1, 362.241730, 99.882805, 150.878922, -0.003505, 0.017996, -0.002355, 0.999829
1665589097.758, ID, Load, Velocity, Pos
1665589097.759, 21, 33, 18, 240
1665589097.76, 22, -27, -20, 3332
1665589097.76, 23, 25, 18, 4265
1665589097.76, 24, -36, -19, 3786
1665589097.761, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589097.762, 42, 23977.133333, 2, Base, 385.358795, 46.099300, 126.694504, 0.000097, 0.000720, 0.000349, 1.000000
1665589097.763, 42, 23977.133333, 3, Platform, 389.404297, 165.394470, 127.841713, 0.001347, 0.004420, -0.005611, 0.999974
1665589097.764, 42, 23977.133333, 4, Ring 1, 362.229919, 100.085258, 150.797470, -0.002715, 0.030657, -0.001860, 0.999525
1665589097.854, ID, Load, Velocity, Pos
1665589097.855, 21, 12, 21, 276
1665589097.855, 22, -11, -20, 3297
1665589097.855, 23, 10, 21, 4301
1665589097.855, 24, -13, -21, 3750
1665589097.856, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589097.856, 45, 23977.233333, 2, Base, 385.360046, 46.099709, 126.697037, 0.000081, 0.000748, 0.000341, 1.000000
1665589097.857, 45, 23977.233333, 3, Platform, 389.487305, 165.786346, 127.802567, 0.001935, 0.004399, -0.005988, 0.999971
1665589097.858, 45, 23977.233333, 4, Ring 1, 362.257019, 100.303543, 150.763855, -0.002701, 0.043362, -0.002258, 0.999053
1665589097.967, ID, Load, Velocity, Pos
1665589097.968, 21, 12, 20, 311
1665589097.968, 22, -10, -20, 3262
1665589097.968, 23, 8, 20, 4335
1665589097.968, 24, -13, -20, 3715
1665589097.969, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589097.97, 48, 23977.333333, 2, Base, 385.356812, 46.100243, 126.698059, 0.000086, 0.000749, 0.000343, 1.000000
1665589097.971, 48, 23977.333333, 3, Platform, 389.467682, 166.289047, 127.786278, 0.001063, 0.004204, -0.005974, 0.999973
1665589097.972, 48, 23977.333333, 4, Ring 1, 362.240814, 100.527267, 150.718750, -0.003400, 0.055651, -0.002227, 0.998442
1665589098.078, ID, Load, Velocity, Pos
1665589098.079, 21, 15, 20, 345
1665589098.079, 22, -15, -20, 3229
1665589098.079, 23, 11, 20, 4370
1665589098.079, 24, -16, -20, 3681
1665589098.08, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.08, 51, 23977.433333, 2, Base, 385.355103, 46.104050, 126.699539, 0.000091, 0.000758, 0.000280, 1.000000
1665589098.081, 51, 23977.433333, 3, Platform, 389.501129, 166.737900, 127.767967, 0.000987, 0.003910, -0.005947, 0.999974
1665589098.082, 51, 23977.433333, 4, Ring 1, 362.279480, 100.725868, 150.684525, -0.002520, 0.067874, -0.001202, 0.997690
1665589098.19, ID, Load, Velocity, Pos
1665589098.191, 21, 19, 20, 379
1665589098.191, 22, -20, -20, 3194
1665589098.191, 23, 14, 20, 4404
1665589098.191, 24, -20, -20, 3645
1665589098.193, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.193, 55, 23977.566667, 2, Base, 385.355957, 46.103683, 126.701904, 0.000096, 0.000760, 0.000316, 1.000000
1665589098.194, 55, 23977.566667, 3, Platform, 389.496063, 167.299591, 127.771912, 0.001912, 0.003591, -0.005957, 0.999974
1665589098.195, 55, 23977.566667, 4, Ring 1, 362.283691, 101.029587, 150.639221, -0.002224, 0.083757, -0.000794, 0.996484
1665589098.286, ID, Load, Velocity, Pos
1665589098.287, 21, 24, 20, 414
1665589098.287, 22, -25, -20, 3160
1665589098.287, 23, 19, 20, 4439
1665589098.287, 24, -24, -20, 3611
1665589098.288, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.289, 58, 23977.666667, 2, Base, 385.358826, 46.102829, 126.697975, 0.000082, 0.000751, 0.000313, 1.000000
1665589098.29, 58, 23977.666667, 3, Platform, 389.500854, 167.812241, 127.733337, 0.000815, 0.003126, -0.005961, 0.999977
1665589098.291, 58, 23977.666667, 4, Ring 1, 362.283905, 101.254684, 150.579163, -0.002334, 0.095719, -0.000341, 0.995406
1665589098.398, ID, Load, Velocity, Pos
1665589098.399, 21, 29, 20, 448
1665589098.399, 22, -29, -20, 3125
1665589098.399, 23, 24, 20, 4473
1665589098.399, 24, -29, -21, 3576
1665589098.4, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.4, 61, 23977.766667, 2, Base, 385.356354, 46.103146, 126.699570, 0.000088, 0.000755, 0.000299, 1.000000
1665589098.401, 61, 23977.766667, 3, Platform, 389.489136, 168.280212, 127.735855, 0.000790, 0.003056, -0.005790, 0.999978
1665589098.402, 61, 23977.766667, 4, Ring 1, 362.193756, 101.574364, 150.553619, 0.000566, 0.109146, -0.001039, 0.994025
1665589098.51, ID, Load, Velocity, Pos
1665589098.51, 21, 33, 20, 482
1665589098.511, 22, -34, -20, 3090
1665589098.511, 23, 28, 20, 4508
1665589098.511, 24, -33, -20, 3542
1665589098.512, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.512, 64, 23977.866667, 2, Base, 385.355957, 46.105042, 126.701233, 0.000098, 0.000750, 0.000247, 1.000000
1665589098.513, 64, 23977.866667, 3, Platform, 389.492004, 168.753677, 127.716736, 0.000793, 0.002514, -0.005954, 0.999979
1665589098.514, 64, 23977.866667, 4, Ring 1, 362.172943, 101.804329, 150.513962, 0.000405, 0.120400, -0.000342, 0.992725
1665589098.622, ID, Load, Velocity, Pos
1665589098.623, 21, 39, 20, 517
1665589098.623, 22, -40, -20, 3055
1665589098.623, 23, 33, 20, 4542
1665589098.623, 24, -39, -20, 3507
1665589098.623, Frame, Optitrack Timestamp, Rigid Body ID, Rigid Body Name, X (mm),Y,Z, qx,qy,qz,qw
1665589098.624, 68, 23978.000000, 2, Base, 385.357697, 46.103310, 126.696602, 0.000098, 0.000735, 0.000331, 1.000000
