sample_idx,q_p_ss_0,q_p_ss_1,q_p_ss_2,q_p_ss_3,u_ss_0,u_ss_1,u_ss_2,u_ss_3
19,-1.490310410542551,0.7804380920929894,-3.9812403387563884,6.285482139155286,0.00837332444083927,-2.3892125398655284,1.1437475757586095,-2.7441486990903092
20,1.0980025418766017,-4.046776440853906,-0.17495882305808763,6.485444027666411,2.8638160468347076,-0.9279072379367987,0.2914265554694538,-2.4022941874254506
21,-1.1952164095368234,-2.051362519003054,-1.2766538738263238,4.70568041518784,1.0712931627069366,-0.6839388401185715,0.6432201079738213,-2.3072283043885102
22,5.0483334607242325,-0.4615756530696009,0.4528878156866787,6.24175843144658,3.051138840231773,-2.593907105853633,0.296184283334856,-0.30052820202631714
23,-2.0289530291259323,-0.13577268495837913,0.40925250238201993,4.314198151540271,0.7075675774386845,-0.43505498376848484,1.654157749522461,-1.5174178408106407
24,5.763605693441839,0.19396585032052283,-0.2222296508222028,6.233693185961908,2.8952758445652553,-3.103373595136618,0.11045592300459717,-0.12458782325543716
25,-1.6554565009963376,-1.421850271590874,0.24749069014205416,5.575894469967265,1.3974447326759638,-0.5627742518094998,1.5142478473786956,-2.1014276381031056
26,6.245320127760323,-0.022032411331453616,-0.0035692843285870524,6.271319690455395,3.133775736304646,-3.124544172803213,9.946675875793787e-05,-0.012900314588778272
27,5.1429910747069165,-1.0466798262735502,0.04316444408595288,6.2884378156775504,3.1303182901859925,-2.585396155006241,0.03548283969575938,-0.5372405307895576
28,-2.650066277103322,-3.006776402069376,0.18478313741854002,6.100138236265204,1.6604078746624495,-0.0646281049184918,1.4820528121794225,-2.8930494445048405
29,-1.8056692991468424,3.0007083379896216,0.15282760110259197,7.412372741715837,0.6897056764204913,-2.113646044864006,3.092894494988723,-1.5161265254426164
30,3.179157777410861,2.49554797455672,-0.08643711480869865,6.522597611802079,1.7799425749618805,-3.0709351196445898,1.4381376735348097,-0.23358224366079927
31,5.513133121642534,0.26578939218816533,-0.1635265541431341,6.507501135110149,2.897829577605346,-3.1124875507709957,0.2741577128781616,-0.22302629385564599
32,4.066116531977409,-0.5187626140430142,-0.8397584091691144,5.9727870198256205,2.4294769391692324,-2.5899748367322823,0.13703736615902096,-0.8162978777650849
