1,2,-5.56983331989613e-06,7.6062984589953e-05,0.000524363887961954,-0.99999988079071,0.384562581777573,0.0462472476065159,0.127458706498146
1,3,-0.0172491315752268,7.6305543188937e-05,-0.0025377357378602,-0.999848008155823,0.388029962778091,0.16499163210392,0.131044685840607
1,4,-0.00301058404147625,0.00170490122400224,-0.00758232735097408,-0.999965250492096,0.36209174990654,0.0991545021533966,0.152596563100815
2,2,-1.46694965224015e-05,3.77930737158749e-05,0.000497893313877285,-0.999999940395355,0.384562462568283,0.0462533459067345,0.127453982830048
2,3,-0.0172258615493774,0.000122712925076485,-0.00253334012813866,-0.999848484992981,0.388026833534241,0.165002033114433,0.131042465567589
2,4,-0.00308032496832311,0.00150551670230925,-0.00760617246851325,-0.999965190887451,0.362089782953262,0.0991623029112816,0.152593418955803
3,2,-6.18923877482302e-05,5.46872688573785e-05,0.00048736619646661,-0.999999940395355,0.384544491767883,0.046264786273241,0.127460852265358
3,3,-0.0169293768703938,0.000340705388225615,-0.00256128842011094,-0.999853432178497,0.388013243675232,0.165397509932518,0.131004437804222
3,4,-0.00282005546614528,-0.00887285452336073,-0.00827167276293039,-0.999922454357147,0.362098544836044,0.0993687808513641,0.152552977204323
4,2,-5.37914529559202e-05,2.32420898100827e-05,0.000527904718182981,-0.99999988079071,0.38454207777977,0.046265609562397,0.127461090683937
4,3,-0.016959547996521,0.000723941368050873,-0.00236433907411993,-0.999853193759918,0.388056516647339,0.165985777974129,0.131014481186867
4,4,-0.00228892429731786,-0.0243387967348099,-0.00817276071757078,-0.999667823314667,0.362162917852402,0.0996389761567116,0.152510926127434
5,2,-7.00339005561545e-05,4.86262251797598e-05,0.000576478254515678,-0.999999821186066,0.384535908699036,0.0462670512497425,0.127468556165695
5,3,-0.0171612109988928,0.00101396045647562,-0.00233586388640106,-0.999849557876587,0.388059884309769,0.16628509759903,0.131036788225174
5,4,-0.00270781177096069,-0.0321568921208382,-0.00908638816326857,-0.999437928199768,0.362179130315781,0.0997983291745186,0.152501150965691
6,2,-4.54403962066863e-05,6.44326282781549e-05,0.000544601411093026,-0.99999988079071,0.384532988071442,0.0462706461548805,0.127468556165695
6,3,-0.0172979924827814,0.00137707486283034,-0.00240296800620854,-0.999846577644348,0.388077050447464,0.166897550225258,0.131072193384171
6,4,-0.00313884648494422,-0.0496393330395222,-0.00927861128002405,-0.998719155788422,0.362183690071106,0.100047074258327,0.152392506599426
7,2,-5.10833451699e-05,-2.62260491581401e-05,0.000560092157684267,-0.999999821186066,0.384533256292343,0.0462737046182156,0.127459913492203
7,3,-0.0173169504851103,0.00168000371195376,-0.00232282443903387,-0.999846041202545,0.388078659772873,0.167346268892288,0.131078004837036
7,4,-0.00371643551625311,-0.0616365671157837,-0.00974907260388136,-0.99804413318634,0.362189084291458,0.10026504099369,0.152347698807716
8,2,-4.32684428233188e-05,-3.16649748128839e-05,0.000550485099665821,-0.999999821186066,0.384533643722534,0.0462730638682842,0.127458557486534
8,3,-0.0173063166439533,0.00207007396966219,-0.00226649618707597,-0.999845623970032,0.388108670711517,0.167821049690247,0.131124749779701
8,4,-0.00318966689519584,-0.0737641379237175,-0.0102566396817565,-0.997217953205109,0.362215965986252,0.100476041436195,0.152301073074341
9,2,-5.61405468033627e-05,-4.45842852059286e-05,0.000556151033379138,-0.999999821186066,0.384533733129501,0.0462723858654499,0.127458021044731
9,3,-0.0173803325742483,0.00221629207953811,-0.00230659008957446,-0.999843895435333,0.388090640306473,0.168287485837936,0.131120890378952
9,4,-0.0032028229907155,-0.0865125060081482,-0.0111348666250706,-0.996183395385742,0.362255215644836,0.100717052817345,0.15223628282547
10,2,-5.54552607354708e-05,-4.66369165224023e-05,0.000510330137331039,-0.99999988079071,0.38453933596611,0.0462698265910149,0.127460122108459
10,3,-0.0176152419298887,0.0026821275241673,-0.00223522773012519,-0.999838769435883,0.388119667768478,0.168904572725296,0.131153613328934
10,4,-0.00321516115218401,-0.102531835436821,-0.0119649209082127,-0.994652569293976,0.362271398305893,0.101029455661774,0.152184829115868
11,2,-6.22970546828583e-05,-3.96631767216604e-05,0.000564562273211777,-0.999999821186066,0.384533643722534,0.0462731495499611,0.127457663416862
11,3,-0.0177070219069719,0.00274520926177502,-0.00236012483946979,-0.99983674287796,0.388104498386383,0.16938978433609,0.131195336580276
11,4,-0.00391350965946913,-0.114885859191418,-0.0125593431293964,-0.993291616439819,0.362272351980209,0.101253338158131,0.152159467339516
12,2,-7.00974560459144e-05,-4.7691173676867e-05,0.000521450361702591,-0.99999988079071,0.384536594152451,0.0462690740823746,0.12745663523674
12,3,-0.0177851729094982,0.00327319977805018,-0.00224026455543935,-0.999834001064301,0.388108313083649,0.169861599802971,0.131196200847626
12,4,-0.00756178749725223,-0.128814250230789,-0.0130065716803074,-0.991554617881775,0.362144976854324,0.101572617888451,0.152082279324532
13,2,-7.10473614162765e-05,-6.78301075822674e-05,0.000532132631633431,-0.999999940395355,0.384541869163513,0.0462672784924507,0.127454042434692
13,3,-0.0178097654134035,0.0034914487041533,-0.00221419148147106,-0.99983286857605,0.388116389513016,0.170345455408096,0.131215333938599
13,4,-0.00584552902728319,-0.143087610602379,-0.0102122742682695,-0.989640057086945,0.362108469009399,0.10171116143465,0.151961013674736
14,2,-6.48599379928783e-05,-6.7219152697362e-05,0.000605544948484749,-0.999999821186066,0.384537905454636,0.0462698005139828,0.127453371882439
14,3,-0.017899801954627,0.00393096730113029,-0.0015901462174952,-0.999830842018127,0.388099610805511,0.170963540673256,0.131241723895073
14,4,-0.00697435578331351,-0.158254906535149,-0.0114501165226102,-0.98730731010437,0.362132668495178,0.1020827293396,0.151929065585136
15,2,-6.00048369960859e-05,-6.80312659824267e-05,0.000598249142058194,-0.999999821186066,0.384537369012833,0.0462694242596626,0.12745375931263
15,3,-0.0180252343416214,0.00436283554881811,-0.00228749634698033,-0.999825417995453,0.388103455305099,0.17148657143116,0.131261885166168
15,4,-0.00807263795286417,-0.16952757537365,-0.0124094542115927,-0.985414266586304,0.362114161252975,0.102344386279583,0.151886790990829
16,2,-7.04673730069771e-05,-4.35970832768362e-05,0.000539625412784517,-0.999999821186066,0.384534180164337,0.046270776540041,0.127456769347191
16,3,-0.018293185159564,0.00455491151660681,-0.00311186211183667,-0.999817430973053,0.38807687163353,0.171960115432739,0.131271004676819
16,4,-0.00848249718546867,-0.18197301030159,-0.0120515748858452,-0.983193099498749,0.362096071243286,0.102628625929356,0.151912435889244
17,2,-5.75803132960573e-05,-4.3910007661907e-05,0.000569930532947183,-0.999999821186066,0.384536892175674,0.046270314604044,0.1274573802948
17,3,-0.0183029714971781,0.00485474057495594,-0.0024314362090081,-0.999817728996277,0.388095915317535,0.172478869557381,0.131303936243057
17,4,-0.00836158357560635,-0.193828031420708,-0.0125627815723419,-0.980919480323792,0.362092256546021,0.102864809334278,0.151892572641373
18,2,-6.67119311401621e-05,-2.32867951126536e-05,0.00054839689983055,-0.999999821186066,0.384534448385239,0.0462692566215992,0.127455964684486
18,3,-0.0184931010007858,0.00526502402499318,-0.00310857431031764,-0.99981027841568,0.388060808181763,0.1731076836586,0.131325900554657
18,4,-0.00999571941792965,-0.21266795694828,-0.0137972440570593,-0.976975977420807,0.361911922693253,0.103237807750702,0.151834011077881
19,2,-5.04777490277775e-05,5.19231034559198e-05,0.000585356145165861,-0.99999988079071,0.384533405303955,0.0462665855884552,0.127467691898346
